[56.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[57.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[60.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[60.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[63.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[64.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[65.9s] state=PlayingTurns, run=0/500, strategy=0, sceneWait=0.00
[67.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[68.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[69.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[70.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[71.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[72.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[73.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[74.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[74.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[75.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[76.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[77.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[78.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[79.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[87.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[88.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[89.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[90.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[91.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[92.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[93.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[93.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[94.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[95.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[96.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[97.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[98.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[98.7s] state=InGameMap, run=0/500, strategy=0, sceneWait=0.50
[99.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[100.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[101.5s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[103.9s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[104.8s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[107.2s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[108.1s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[110.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[111.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[112.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[113.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[114.5s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[115.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[116.3s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[117.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[118.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[119.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[120.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[121.1s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[122.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[123.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[123.9s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[124.9s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[125.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[126.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[127.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[129.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[131.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[131.6s] state=InGameMap, run=3/500, strategy=3, sceneWait=0.50
[132.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[134.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[135.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[137.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[138.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[139.9s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[140.5s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[141.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[142.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[145.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[146.5s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[148.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[149.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[0.3s] state=InMainMenu, run=0/500, strategy=0, sceneWait=0.10
[0.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[1.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[2.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[2.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[3.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[4.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[5.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[5.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[6.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[7.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[8.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[9.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[9.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[11.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[12.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[13.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[15.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[16.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[17.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[17.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[18.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[18.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[19.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[20.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[20.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[21.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[22.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[24.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[25.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[27.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[28.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[31.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[31.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[33.5s] state=InDeckConstruction, run=0/500, strategy=0, sceneWait=0.10
[33.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[34.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[35.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[36.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[37.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[38.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[40.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[41.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[42.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[44.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[45.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[46.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[48.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[49.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[50.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[52.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[53.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[55.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[55.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[58.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[59.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[61.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[62.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[65.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[65.9s] state=InGameMap, run=0/500, strategy=0, sceneWait=0.19
[66.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[67.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[68.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[68.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[69.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[70.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[71.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[72.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[73.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[74.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[74.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[75.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[76.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[84.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[85.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[86.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[87.5s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[88.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[89.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[90.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[91.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[92.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[92.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[93.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[94.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[95.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[96.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[97.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[98.8s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[99.0s] state=InGameMap, run=1/500, strategy=1, sceneWait=0.50
[101.2s] HandleDeckConstruction: deckSize=30, valid=True, main=24, colony=6
[102.1s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[104.5s] HandleDeckConstruction: deckSize=30, valid=True, main=22, colony=8
[105.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[108.1s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[109.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[110.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[111.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[111.9s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[112.9s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[113.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[114.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[115.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[116.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[117.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[118.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[119.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[120.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[121.5s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[122.5s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[123.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[124.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[125.3s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[126.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[129.0s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[130.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[131.8s] state=InDeckConstruction, run=3/500, strategy=3, sceneWait=0.10
[131.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[133.3s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[134.7s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[136.1s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[137.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[138.3s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[139.2s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[140.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[143.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[144.4s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[146.8s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[147.6s] HandleDeckConstruction: deckSize=30, valid=True, main=14, colony=16
[0.5s] state=InMainMenu, run=0/500, strategy=0, sceneWait=0.10
[0.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[1.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[2.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[3.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[4.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[5.2s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[6.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[7.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[8.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[9.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[9.9s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[10.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[11.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[13.8s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[15.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[16.4s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[17.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[19.1s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[20.0s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[20.7s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[21.6s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
[22.3s] HandleDeckConstruction: deckSize=30, valid=True, main=18, colony=12
